entity,year,coal_consumption
Africa,1965,323.4961243
Africa,1966,323.1221924
Africa,1967,330.2915649
Africa,1968,343.5129089
Africa,1969,346.6429443
Africa,1970,360.756897
Africa,1971,383.0123291
Africa,1972,384.2108154
Africa,1973,408.9103394
Africa,1974,425.6462097
Africa,1975,451.0805054
Africa,1976,481.0741577
Africa,1977,491.6984558
Africa,1978,477.8155823
Africa,1979,507.2469788
Africa,1980,543.5570679
Africa,1981,635.7987671
Africa,1982,701.1759033
Africa,1983,713.2460327
Africa,1984,762.8978271
Africa,1985,787.1658936
Africa,1986,805.3560791
Africa,1987,828.3197021
Africa,1988,890.1607666
Africa,1989,835.6208496
Africa,1990,877.6782837
Africa,1991,853.762146
Africa,1992,858.8311768
Africa,1993,871.7139282
Africa,1994,894.4478149
Africa,1995,922.4712524
Africa,1996,935.2282104
Africa,1997,959.019104
Africa,1998,937.0389404
Africa,1999,966.0106812
Africa,2000,963.7305908
Africa,2001,975.9262695
Africa,2002,934.4215698
Africa,2003,1017.048401
Africa,2004,1119.161865
Africa,2005,1039.072632
Africa,2006,1054.097046
Africa,2007,1071.633301
Africa,2008,1180.725098
Africa,2009,1176.002075
Africa,2010,1164.840088
Africa,2011,1147.299316
Africa,2012,1118.487061
Africa,2013,1130.160645
Africa,2014,1183.80603
Africa,2015,1119.038574
Africa,2016,1186.287964
Africa,2017,1185.067139
Africa,2018,1163.599854
Africa,2019,1231.316772
Africa,2020,1157.901123
Africa,2021,1168.740601
Africa (BP),1965,323.4961243
Africa (BP),1966,323.1221924
Africa (BP),1967,330.2915955
Africa (BP),1968,343.5129089
Africa (BP),1969,346.6429138
Africa (BP),1970,360.756897
Africa (BP),1971,383.0123291
Africa (BP),1972,384.2108154
Africa (BP),1973,408.9103394
Africa (BP),1974,425.6462402
Africa (BP),1975,451.0805054
Africa (BP),1976,481.0741577
Africa (BP),1977,491.6984558
Africa (BP),1978,477.8155823
Africa (BP),1979,507.2470093
Africa (BP),1980,543.5570679
Africa (BP),1981,635.7987671
Africa (BP),1982,701.1759033
Africa (BP),1983,713.2460327
Africa (BP),1984,762.8978882
Africa (BP),1985,787.1658936
Africa (BP),1986,805.3560791
Africa (BP),1987,828.3197021
Africa (BP),1988,890.1608276
Africa (BP),1989,835.6208496
Africa (BP),1990,877.6782227
Africa (BP),1991,853.762146
Africa (BP),1992,858.8311768
Africa (BP),1993,871.7139282
Africa (BP),1994,894.4478149
Africa (BP),1995,922.4712524
Africa (BP),1996,935.2282104
Africa (BP),1997,959.019104
Africa (BP),1998,937.0389404
Africa (BP),1999,966.0107422
Africa (BP),2000,963.7305298
Africa (BP),2001,975.9262695
Africa (BP),2002,934.4215698
Africa (BP),2003,1017.048462
Africa (BP),2004,1119.161743
Africa (BP),2005,1039.072632
Africa (BP),2006,1054.097046
Africa (BP),2007,1071.633301
Africa (BP),2008,1180.724976
Africa (BP),2009,1176.002075
Africa (BP),2010,1164.840088
Africa (BP),2011,1147.299316
Africa (BP),2012,1118.486938
Africa (BP),2013,1130.160645
Africa (BP),2014,1183.806152
Africa (BP),2015,1119.038574
Africa (BP),2016,1186.287964
Africa (BP),2017,1185.067139
Africa (BP),2018,1163.599854
Africa (BP),2019,1231.316895
Africa (BP),2020,1157.901123
Africa (BP),2021,1168.740601
Algeria,1965,0.814100027
Algeria,1966,0.79084003
Algeria,1967,0.604759991
Algeria,1968,0.639649987
Algeria,1969,0.814100027
Algeria,1970,0.96529001
Algeria,1971,0.26749
Algeria,1972,0.232600003
Algeria,1973,0.26749
Algeria,1974,0.220970005
Algeria,1975,0.279119998
Algeria,1976,0.546609998
Algeria,1977,0.709429979
Algeria,1978,0.360529989
Algeria,1979,0.837360024
Algeria,1980,0.744319975
Algeria,1981,0.52335
Algeria,1982,9.711050034
Algeria,1983,8.664349556
Algeria,1984,9.606380463
Algeria,1985,10.0250597
Algeria,1986,10.29255009
Algeria,1987,12.30453968
Algeria,1988,11.57184982
Algeria,1989,9.780830383
Algeria,1990,7.664169788
Algeria,1991,7.908400059
Algeria,1992,9.397040367
Algeria,1993,7.652540207
Algeria,1994,7.210599899
Algeria,1995,7.210599899
Algeria,1996,3.395960093
Algeria,1997,5.954559803
Algeria,1998,6.373239994
Algeria,1999,6.826809883
Algeria,2000,5.640550137
Algeria,2001,6.512800217
Algeria,2002,8.548049927
Algeria,2003,7.047780037
Algeria,2004,8.408490181
Algeria,2005,6.908219814
Algeria,2006,10.25765991
Algeria,2007,8.803910255
Algeria,2008,8.803910255
Algeria,2009,5.652180195
Algeria,2010,3.60529995
Algeria,2011,3.198250055
Algeria,2012,3.395960093
Algeria,2013,1.83754003
Algeria,2014,2.081769943
Algeria,2015,1.546790004
Algeria,2016,0.569869995
Algeria,2017,2.116660118
Algeria,2018,5.815000057
Algeria,2019,4.803190231
Algeria,2020,4.816349506
Algeria,2021,4.803190231
Argentina,1965,8.455049515
Argentina,1966,6.971818447
Argentina,1967,7.840396881
Argentina,1968,7.619035244
Argentina,1969,9.122170448
Argentina,1970,11.72259808
Argentina,1971,10.27754211
Argentina,1972,8.651294708
Argentina,1973,9.49652195
Argentina,1974,11.82592201
Argentina,1975,11.51094055
Argentina,1976,11.64258575
Argentina,1977,11.00850296
Argentina,1978,13.41919518
Argentina,1979,12.5016737
Argentina,1980,11.14458942
Argentina,1981,10.56046677
Argentina,1982,10.66607571
Argentina,1983,9.679963112
Argentina,1984,7.185223579
Argentina,1985,10.59960556
Argentina,1986,12.10934925
Argentina,1987,13.43967247
Argentina,1988,13.77234936
Argentina,1989,14.90276814
Argentina,1990,12.26613235
Argentina,1991,10.79401207
Argentina,1992,12.1681633
Argentina,1993,8.069987297
Argentina,1994,7.065106869
Argentina,1995,7.414152622
Argentina,1996,7.766816139
Argentina,1997,6.12771368
Argentina,1998,8.237409592
Argentina,1999,9.885469437
Argentina,2000,7.512647152
Argentina,2001,6.156852245
Argentina,2002,4.586296558
Argentina,2003,5.593864918
Argentina,2004,9.51981926
Argentina,2005,10.96164513
Argentina,2006,9.923820496
Argentina,2007,14.3603611
Argentina,2008,17.51606941
Argentina,2009,9.620938301
Argentina,2010,13.47208023
Argentina,2011,14.61864567
Argentina,2012,13.66918087
Argentina,2013,14.93930244
Argentina,2014,15.89171696
Argentina,2015,15.81412888
Argentina,2016,12.18864155
Argentina,2017,12.52528763
Argentina,2018,13.70914745
Argentina,2019,8.123962402
Argentina,2020,10.01532555
Argentina,2021,18.25390434
Asia,1965,2604.78418
Asia,1966,2753.782959
Asia,1967,2667.210938
Asia,1968,2708.168457
Asia,1969,3056.827393
Asia,1970,3440.953613
Asia,1971,3697.762939
Asia,1972,3842.574707
Asia,1973,3932.507568
Asia,1974,4027.637695
Asia,1975,4352.356445
Asia,1976,4453.995605
Asia,1977,4754.668457
Asia,1978,4987.234863
Asia,1979,5233.939453
Asia,1980,5541.419434
Asia,1981,5723.564453
Asia,1982,5951.464355
Asia,1983,6326.967285
Asia,1984,6892.806641
Asia,1985,7993.004883
Asia,1986,8322.275391
Asia,1987,8908.043945
Asia,1988,9504.191406
Asia,1989,9890.94043
Asia,1990,10067.66211
Asia,1991,10460.02246
Asia,1992,10791.16309
Asia,1993,11286.32422
Asia,1994,11824.19727
Asia,1995,12006.16309
Asia,1996,12509.93457
Asia,1997,12527.63184
Asia,1998,12504.70313
Asia,1999,12813.23047
Asia,2000,13317.10352
Asia,2001,13945.7832
Asia,2002,15021.72559
Asia,2003,17196.30859
Asia,2004,19349.20898
Asia,2005,21995.96289
Asia,2006,23728.76563
Asia,2007,25784.41602
Asia,2008,26500.44336
Asia,2009,27379.11523
Asia,2010,28691.0293
Asia,2011,30863.79492
Asia,2012,31625.37891
Asia,2013,32274.05273
Asia,2014,32904.27344
Asia,2015,32640.43164
Asia,2016,32643.13672
Asia,2017,33240.15234
Asia,2018,34077.93359
Asia,2019,34519.42578
Asia,2020,34101.30469
Asia,2021,36037.97266
Asia Pacific (BP),1965,2780.731445
Asia Pacific (BP),1966,2931.512207
Asia Pacific (BP),1967,2854.298584
Asia Pacific (BP),1968,2896.733154
Asia Pacific (BP),1969,3250.187744
Asia Pacific (BP),1970,3631.138672
Asia Pacific (BP),1971,3886.670654
Asia Pacific (BP),1972,4036.591309
Asia Pacific (BP),1973,4134.17627
Asia Pacific (BP),1974,4234.736328
Asia Pacific (BP),1975,4557.451172
Asia Pacific (BP),1976,4665.680664
Asia Pacific (BP),1977,4975.578125
Asia Pacific (BP),1978,5219.295898
Asia Pacific (BP),1979,5472.163086
Asia Pacific (BP),1980,5784.005859
Asia Pacific (BP),1981,5975.036133
Asia Pacific (BP),1982,6185.461426
Asia Pacific (BP),1983,6548.081055
Asia Pacific (BP),1984,7115.330078
Asia Pacific (BP),1985,7676.92627
Asia Pacific (BP),1986,7972.331055
Asia Pacific (BP),1987,8546.454102
Asia Pacific (BP),1988,9157.780273
Asia Pacific (BP),1989,9570.25293
Asia Pacific (BP),1990,9775.46875
Asia Pacific (BP),1991,10176.31934
Asia Pacific (BP),1992,10529.56152
Asia Pacific (BP),1993,11083.92578
Asia Pacific (BP),1994,11636.56445
Asia Pacific (BP),1995,11911.36328
Asia Pacific (BP),1996,12432.9248
Asia Pacific (BP),1997,12489.72168
Asia Pacific (BP),1998,12477.37305
Asia Pacific (BP),1999,12858.06934
Asia Pacific (BP),2000,13345.48828
Asia Pacific (BP),2001,13958.42188
Asia Pacific (BP),2002,15026.40039
Asia Pacific (BP),2003,17176.08398
Asia Pacific (BP),2004,19317.86523
Asia Pacific (BP),2005,21956.63672
Asia Pacific (BP),2006,23642.42969
Asia Pacific (BP),2007,25615.26172
Asia Pacific (BP),2008,26329.40234
Asia Pacific (BP),2009,27199.89063
Asia Pacific (BP),2010,28423.21289
Asia Pacific (BP),2011,30513.28906
Asia Pacific (BP),2012,31167.18555
Asia Pacific (BP),2013,31849.01758
Asia Pacific (BP),2014,32422.66797
Asia Pacific (BP),2015,32236.41602
Asia Pacific (BP),2016,32204.39063
Asia Pacific (BP),2017,32742.60938
Asia Pacific (BP),2018,33497.26953
Asia Pacific (BP),2019,33918.83203
Asia Pacific (BP),2020,33527.17188
Asia Pacific (BP),2021,35451.53906
Australia,1965,202.027771
Australia,1966,209.3888855
Australia,1967,215.25
Australia,1968,221.6944427
Australia,1969,229.277771
Australia,1970,231.6944427
Australia,1971,232.5694427
Australia,1972,242.9305573
Australia,1973,252.9861145
Australia,1974,264.069458
Australia,1975,272.5416565
Australia,1976,281.7916565
Australia,1977,294.180542
Australia,1978,301.8611145
Australia,1979,315.5416565
Australia,1980,324.7638855
Australia,1981,333.1388855
Australia,1982,336.680542
Australia,1983,336.555542
Australia,1984,355.902771
Australia,1985,368.1388855
Australia,1986,377.4861145
Australia,1987,393.3611145
Australia,1988,413.7638855
Australia,1989,433.9583435
Australia,1990,444.347229
Australia,1991,453.2638855
Australia,1992,455.9583435
Australia,1993,458.8888855
Australia,1994,468.2638855
Australia,1995,484.1666565
Australia,1996,503.9583435
Australia,1997,529.458313
Australia,1998,553.083313
Australia,1999,587.4429932
Australia,2000,591.6619263
Australia,2001,585.6913452
Australia,2002,598.8720703
Australia,2003,616.0213013
Australia,2004,641.9212036
Australia,2005,638.22229
Australia,2006,655.4988403
Australia,2007,649.8024902
Australia,2008,677.2914429
Australia,2009,654.8612671
Australia,2010,607.3943481
Australia,2011,592.0621948
Australia,2012,554.4683228
Australia,2013,526.2418823
Australia,2014,521.8884277
Australia,2015,540.4111938
Australia,2016,540.0623169
Australia,2017,521.5259399
Australia,2018,508.8822632
Australia,2019,486.3916016
Australia,2020,468.5254822
Australia,2021,452.9680481
Austria,1965,59.11489868
Austria,1966,56.46759796
Austria,1967,53.45090103
Austria,1968,52.77368546
Austria,1969,51.93639755
Austria,1970,55.85416794
Austria,1971,51.23361206
Austria,1972,46.45388794
Austria,1973,46.16972351
Austria,1974,48.72277832
Austria,1975,42.3405571
Austria,1976,45.06000137
Austria,1977,37.80027771
Austria,1978,38.40222168
Austria,1979,41.68611145
Austria,1980,42.83472061
Austria,1981,43.84999847
Austria,1982,41.70555496
Austria,1983,44.6558342
Austria,1984,50.88639069
Austria,1985,50.81499863
Austria,1986,45.30250168
Austria,1987,44.9394455
Austria,1988,43.03388977
Austria,1989,43.22805405
Austria,1990,47.64055634
Austria,1991,49.97222137
Austria,1992,38.88202286
Austria,1993,34.95875168
Austria,1994,35.45444489
Austria,1995,40.33864212
Austria,1996,40.51019287
Austria,1997,42.96852875
Austria,1998,37.83000183
Austria,1999,37.56991577
Austria,2000,42.47900391
Austria,2001,43.88113403
Austria,2002,44.57971191
Austria,2003,47.54769516
Austria,2004,46.57630539
Austria,2005,46.43804932
Austria,2006,46.39797211
Austria,2007,44.85959244
Austria,2008,44.31641006
Austria,2009,33.39078522
Austria,2010,39.26068115
Austria,2011,40.3196373
Austria,2012,37.45484924
Austria,2013,38.09631348
Austria,2014,34.89556503
Austria,2015,37.71359253
Austria,2016,34.97959518
Austria,2017,36.49031448
Austria,2018,32.21351242
Austria,2019,33.88880157
Austria,2020,28.97619629
Austria,2021,31.2038002
Azerbaijan,1965,0
Azerbaijan,1966,0
Azerbaijan,1967,0
Azerbaijan,1968,0
Azerbaijan,1969,0
Azerbaijan,1970,0
Azerbaijan,1971,0
Azerbaijan,1972,0
Azerbaijan,1973,0
Azerbaijan,1974,0
Azerbaijan,1975,0
Azerbaijan,1976,0
Azerbaijan,1977,0
Azerbaijan,1978,0
Azerbaijan,1979,0
Azerbaijan,1980,0
Azerbaijan,1981,0
Azerbaijan,1982,0
Azerbaijan,1983,0
Azerbaijan,1984,0
Azerbaijan,1985,1.069959998
Azerbaijan,1986,1.069959998
Azerbaijan,1987,1.069959998
Azerbaijan,1988,1.069959998
Azerbaijan,1989,1.069959998
Azerbaijan,1990,1.035069942
Azerbaijan,1991,0.779209971
Azerbaijan,1992,0.139559999
Azerbaijan,1993,0.03489
Azerbaijan,1994,0.046519998
Azerbaijan,1995,0.03489
Azerbaijan,1996,0.03489
Azerbaijan,1997,0.03489
Azerbaijan,1998,0
Azerbaijan,1999,0
Azerbaijan,2000,0
Azerbaijan,2001,0.03489
Azerbaijan,2002,0.023259999
Azerbaijan,2003,0.03489
Azerbaijan,2004,0.010694444
Azerbaijan,2005,0.037448611
Azerbaijan,2006,0.037448611
Azerbaijan,2007,0.057333332
Azerbaijan,2008,0.043000001
Azerbaijan,2009,0.043000001
Azerbaijan,2010,0.064499997
Azerbaijan,2011,0.057333332
Azerbaijan,2012,0.043000001
Azerbaijan,2013,0.035833333
Azerbaijan,2014,0.021500001
Azerbaijan,2015,0.035833333
Azerbaijan,2016,0.014333333
Azerbaijan,2017,0.014333333
Azerbaijan,2018,0.007166666
Azerbaijan,2019,0.009316667
Azerbaijan,2020,0.009333333
Azerbaijan,2021,0.009316667
Bangladesh,1965,0
Bangladesh,1966,0
Bangladesh,1967,0
Bangladesh,1968,0
Bangladesh,1969,0
Bangladesh,1970,0
Bangladesh,1971,1.08698976
Bangladesh,1972,1.086986423
Bangladesh,1973,1.412510037
Bangladesh,1974,1.255563021
Bangladesh,1975,1.453191638
Bangladesh,1976,1.435758352
Bangladesh,1977,1.49969995
Bangladesh,1978,1.453191638
Bangladesh,1979,1.081183076
Bangladesh,1980,1.444329739
Bangladesh,1981,1.484778881
Bangladesh,1982,1.798672557
Bangladesh,1983,1.017985582
Bangladesh,1984,0.407387227
Bangladesh,1985,0.56964916
Bangladesh,1986,0.860294461
Bangladesh,1987,1.354371667
Bangladesh,1988,1.39506495
Bangladesh,1989,1.453191638
Bangladesh,1990,3.272588968
Bangladesh,1991,1.046304464
Bangladesh,1992,0.982362807
Bangladesh,1993,0.366205543
Bangladesh,1994,0.34295693
Bangladesh,1995,3.731799364
Bangladesh,1996,2.046100855
Bangladesh,1997,3.755059481
Bangladesh,1998,1.081171393
Bangladesh,1999,0.534770548
Bangladesh,2000,3.836434841
Bangladesh,2001,4.068941593
Bangladesh,2002,4.249136448
Bangladesh,2003,4.063126564
Bangladesh,2004,4.068941593
Bangladesh,2005,8.347994804
Bangladesh,2006,12.68387127
Bangladesh,2007,10.35139751
Bangladesh,2008,10.89606571
Bangladesh,2009,13.61483002
Bangladesh,2010,8.675765991
Bangladesh,2011,12.9155426
Bangladesh,2012,10.65711403
Bangladesh,2013,14.75407314
Bangladesh,2014,8.853395462
Bangladesh,2015,26.35210228
Bangladesh,2016,19.36484718
Bangladesh,2017,21.72666931
Bangladesh,2018,23.80630684
Bangladesh,2019,38.54491043
Bangladesh,2020,43.53923798
Bangladesh,2021,38.15636826
Belarus,1965,0
Belarus,1966,0
Belarus,1967,0
Belarus,1968,0
Belarus,1969,0
Belarus,1970,0
Belarus,1971,0
Belarus,1972,0
Belarus,1973,0
Belarus,1974,0
Belarus,1975,0
Belarus,1976,0
Belarus,1977,0
Belarus,1978,0
Belarus,1979,0
Belarus,1980,0
Belarus,1981,0
Belarus,1982,0
Belarus,1983,0
Belarus,1984,0
Belarus,1985,25.11237907
Belarus,1986,27.47188568
Belarus,1987,26.71053886
Belarus,1988,28.61634636
Belarus,1989,28.0922699
Belarus,1990,24.71020317
Belarus,1991,23.47315407
Belarus,1992,19.55019188
Belarus,1993,16.79005623
Belarus,1994,11.76375675
Belarus,1995,11.069911
Belarus,1996,13.43456936
Belarus,1997,14.15712929
Belarus,1998,12.5638113
Belarus,1999,11.65645599
Belarus,2000,11.57172585
Belarus,2001,8.308524132
Belarus,2002,7.83744812
Belarus,2003,7.37677145
Belarus,2004,7.225937843
Belarus,2005,7.979854107
Belarus,2006,7.144690037
Belarus,2007,8.080224037
Belarus,2008,7.532653809
Belarus,2009,7.176777363
Belarus,2010,7.507349014
Belarus,2011,9.018614769
Belarus,2012,9.199353218
Belarus,2013,9.76429081
Belarus,2014,9.686454773
Belarus,2015,8.613829613
Belarus,2016,9.467983246
Belarus,2017,9.792460442
Belarus,2018,14.68869019
Belarus,2019,15.46790028
Belarus,2020,9.73431015
Belarus,2021,8.457040787
Belgium,1965,222.937149
Belgium,1966,203.3709869
Belgium,1967,199.5972443
Belgium,1968,206.0641785
Belgium,1969,200.6903534
Belgium,1970,189.134491
Belgium,1971,156.6169586
Belgium,1972,149.5834351
Belgium,1973,125.5278168
Belgium,1974,134.2674408
Belgium,1975,100.2789688
Belgium,1976,104.5037689
Belgium,1977,105.9952698
Belgium,1978,108.5440598
Belgium,1979,120.935318
Belgium,1980,121.914505
Belgium,1981,126.2925644
Belgium,1982,126.490509
Belgium,1983,107.9401245
Belgium,1984,125.1785355
Belgium,1985,124.8266907
Belgium,1986,106.5094604
Belgium,1987,105.9931412
Belgium,1988,107.1084976
Belgium,1989,112.534523
Belgium,1990,123.6317291
Belgium,1991,118.2610397
Belgium,1992,105.8402481
Belgium,1993,100.2586212
Belgium,1994,107.7656708
Belgium,1995,102.9293976
Belgium,1996,98.5076828
Belgium,1997,91.96224976
Belgium,1998,91.47681427
Belgium,1999,80.15169525
Belgium,2000,88.68364716
Belgium,2001,84.4744339
Belgium,2002,72.41641998
Belgium,2003,70.04909515
Belgium,2004,65.15431976
Belgium,2005,59.86574936
Belgium,2006,59.07674789
Belgium,2007,53.98672867
Belgium,2008,53.31605911
Belgium,2009,34.34512329
Belgium,2010,43.6004982
Belgium,2011,41.04895782
Belgium,2012,38.66264343
Belgium,2013,40.90759659
Belgium,2014,39.67276764
Belgium,2015,38.74154282
Belgium,2016,36.70857239
Belgium,2017,35.91473007
Belgium,2018,35.71364975
Belgium,2019,35.81248093
Belgium,2020,27.78475571
Belgium,2021,28.73601723
Brazil,1965,20.17804909
Brazil,1966,21.86440086
Brazil,1967,22.59708977
Brazil,1968,22.23656082
Brazil,1969,24.81842041
Brazil,1970,28.34479523
Brazil,1971,28.53244019
Brazil,1972,30.03591156
Brazil,1973,29.51856041
Brazil,1974,31.31228256
Brazil,1975,37.22524643
Brazil,1976,39.72639465
Brazil,1977,50.38603592
Brazil,1978,57.93501282
Brazil,1979,62.92866135
Brazil,1980,68.64476013
Brazil,1981,67.1578598
Brazil,1982,70.99180603
Brazil,1983,79.83680725
Brazil,1984,98.59130859
Brazil,1985,116.5480423
Brazil,1986,117.9925079
Brazil,1987,123.5547943
Brazil,1988,126.2678375
Brazil,1989,125.291481
Brazil,1990,111.6207886
Brazil,1991,127.9635391
Brazil,1992,124.1800156
Brazil,1993,127.9362717
Brazil,1994,131.3316498
Brazil,1995,137.7298279
Brazil,1996,142.1191406
Brazil,1997,142.9712677
Brazil,1998,140.0402222
Brazil,1999,141.8078003
Brazil,2000,151.181488
Brazil,2001,148.7880096
Brazil,2002,144.0103912
Brazil,2003,149.4187317
Brazil,2004,156.6568909
Brazil,2005,151.08461
Brazil,2006,148.9739685
Brazil,2007,157.8717194
Brazil,2008,160.1323547
Brazil,2009,129.2071533
Brazil,2010,168.1976471
Brazil,2011,179.6730042
Brazil,2012,177.7997131
Brazil,2013,191.6467896
Brazil,2014,203.7696686
Brazil,2015,204.9810028
Brazil,2016,185.1496582
Brazil,2017,195.2747192
Brazil,2018,190.9785004
Brazil,2019,179.5123901
Brazil,2020,163.1328125
Brazil,2021,197.908493
Bulgaria,1965,69.73348236
Bulgaria,1966,71.90828705
Bulgaria,1967,78.08381653
Bulgaria,1968,84.82922363
Bulgaria,1969,85.28279114
Bulgaria,1970,93.28423309
Bulgaria,1971,92.07470703
Bulgaria,1972,94.90080261
Bulgaria,1973,95.63349152
Bulgaria,1974,94.00528717
Bulgaria,1975,98.55261993
Bulgaria,1976,91.8653717
Bulgaria,1977,91.49320984
Bulgaria,1978,97.55243683
Bulgaria,1979,100.5878677
Bulgaria,1980,105.5073624
Bulgaria,1981,107.1355591
Bulgaria,1982,112.5551376
Bulgaria,1983,112.1248322
Bulgaria,1984,112.2992783
Bulgaria,1985,117.2071381
Bulgaria,1986,120.4751663
Bulgaria,1987,120.3704987
Bulgaria,1988,112.1364594
Bulgaria,1989,114.4508286
Bulgaria,1990,96.05791473
Bulgaria,1991,85.86169434
Bulgaria,1992,90.28905487
Bulgaria,1993,97.20978546
Bulgaria,1994,88.99108887
Bulgaria,1995,89.00214386
Bulgaria,1996,88.6232605
Bulgaria,1997,101.0551605
Bulgaria,1998,96.24862671
Bulgaria,1999,79.25326538
Bulgaria,2000,73.19367218
Bulgaria,2001,83.42835999
Bulgaria,2002,76.82982635
Bulgaria,2003,86.01832581
Bulgaria,2004,82.19636536
Bulgaria,2005,80.5099411
Bulgaria,2006,81.74977112
Bulgaria,2007,91.96954346
Bulgaria,2008,87.66482544
Bulgaria,2009,73.79338837
Bulgaria,2010,80.04697418
Bulgaria,2011,94.14437103
Bulgaria,2012,80.42796326
Bulgaria,2013,69.12557983
Bulgaria,2014,73.85166168
Bulgaria,2015,76.23651886
Bulgaria,2016,66.22470856
Bulgaria,2017,71.00035095
Bulgaria,2018,63.44715118
Bulgaria,2019,59.07357407
Bulgaria,2020,48.28129196
Bulgaria,2021,60.66168594
CIS (BP),1965,3459.188232
CIS (BP),1966,3585.218994
CIS (BP),1967,3640.720215
CIS (BP),1968,3608.970459
CIS (BP),1969,3660.707764
CIS (BP),1970,3630.393799
CIS (BP),1971,3703.805176
CIS (BP),1972,3807.327637
CIS (BP),1973,3848.095947
CIS (BP),1974,3866.987305
CIS (BP),1975,3977.058838
CIS (BP),1976,3972.752686
CIS (BP),1977,4044.114502
CIS (BP),1978,4019.640625
CIS (BP),1979,4048.735596
CIS (BP),1980,3925.490234
CIS (BP),1981,3900.583984
CIS (BP),1982,3960.327148
CIS (BP),1983,3970.486328
CIS (BP),1984,3933.012207
CIS (BP),1985,2854.358887
CIS (BP),1986,2948.259277
CIS (BP),1987,2998.835449
CIS (BP),1988,2977.579102
CIS (BP),1989,2875.714111
CIS (BP),1990,2673.043701
CIS (BP),1991,2475.718506
CIS (BP),1992,2331.766602
CIS (BP),1993,2101.508545
CIS (BP),1994,1880.560547
CIS (BP),1995,1738.259277
CIS (BP),1996,1681.798462
CIS (BP),1997,1533.063843
CIS (BP),1998,1447.383667
CIS (BP),1999,1438.251465
CIS (BP),2000,1467.060303
CIS (BP),2001,1481.872192
CIS (BP),2002,1493.089233
CIS (BP),2003,1526.634521
CIS (BP),2004,1497.050781
CIS (BP),2005,1440.124756
CIS (BP),2006,1485.123657
CIS (BP),2007,1480.939941
CIS (BP),2008,1595.263916
CIS (BP),2009,1461.019653
CIS (BP),2010,1469.375244
CIS (BP),2011,1547.905396
CIS (BP),2012,1622.40332
CIS (BP),2013,1534.244507
CIS (BP),2014,1496.959839
CIS (BP),2015,1514.998779
CIS (BP),2016,1480.012451
CIS (BP),2017,1449.186768
CIS (BP),2018,1545.387695
CIS (BP),2019,1512.892822
CIS (BP),2020,1410.202026
CIS (BP),2021,1437.406372
Canada,1965,179.9858856
Canada,1966,176.4503632
Canada,1967,174.8221588
Canada,1968,189.9295349
Canada,1969,183.3702087
Canada,1970,196.8726349
Canada,1971,187.1266937
Canada,1972,176.5782928
Canada,1973,181.8583069
Canada,1974,184.7774353
Canada,1975,179.7649078
Canada,1976,212.8289948
Canada,1977,271.9559326
Canada,1978,223.6216431
Canada,1979,211.747406
Canada,1980,257.8913879
Canada,1981,263.3172302
Canada,1982,278.2447205
Canada,1983,291.1152649
Canada,1984,324.2713928
Canada,1985,311.6905518
Canada,1986,288.8830566
Canada,1987,310.484436
Canada,1988,333.4186096
Canada,1989,332.7183228
Canada,1990,315.6030579
Canada,1991,305.4961243
Canada,1992,311.2091675
Canada,1993,276.3097229
Canada,1994,292.9691772
Canada,1995,306.2336121
Canada,1996,312.5263977
Canada,1997,326.6361084
Canada,1998,349.2158203
Canada,1999,335.6902771
Canada,2000,355.188324
Canada,2001,369.1230469
Canada,2002,371.2713928
Canada,2003,370.3575134
Canada,2004,349.8541565
Canada,2005,348.3450012
Canada,2006,337.4333191
Canada,2007,352.7697144
Canada,2008,335.2302856
Canada,2009,280.0783386
Canada,2010,286.9852905
Canada,2011,258.7261047
Canada,2012,245.409729
Canada,2013,239.3369446
Canada,2014,227.5991669
Canada,2015,228.9591675
Canada,2016,213.0977783
Canada,2017,221.6047211
Canada,2018,181.7225037
Canada,2019,170.1786041
Canada,2020,145.9836121
Canada,2021,133.3016663
Central America (BP),1965,0.003638889
Central America (BP),1966,0.018222222
Central America (BP),1967,0.02563889
Central America (BP),1968,0.018805556
Central America (BP),1969,0.033385001
Central America (BP),1970,0.011111111
Central America (BP),1971,0.018444445
Central America (BP),1972,0.080525555
Central America (BP),1973,0.115418889
Central America (BP),1974,0.048084445
Central America (BP),1975,0.012722222
Central America (BP),1976,0.007638889
Central America (BP),1977,0.015666667
Central America (BP),1978,0.016166667
Central America (BP),1979,0.024416666
Central America (BP),1980,0.179444999
Central America (BP),1981,0.175653607
Central America (BP),1982,0.039884999
Central America (BP),1983,0.032052223
Central America (BP),1984,0.008805555
Central America (BP),1985,0.26255694
Central America (BP),1986,0.272488892
Central America (BP),1987,0.293190271
Central America (BP),1988,0.150723606
Central America (BP),1989,0.395017773
Central America (BP),1990,0.280230552
Central America (BP),1991,0.39418444
Central America (BP),1992,0.362899989
Central America (BP),1993,0.468469173
Central America (BP),1994,0.474051654
Central America (BP),1995,0.371010542
Central America (BP),1996,0.92964083
Central America (BP),1997,0.500708044
Central America (BP),1998,0.519076407
Central America (BP),1999,1.027995825
Central America (BP),2000,3.029729128
Central America (BP),2001,3.21640873
Central America (BP),2002,3.926351309
Central America (BP),2003,4.100610733
Central America (BP),2004,4.347069263
Central America (BP),2005,3.573489189
Central America (BP),2006,3.818532228
Central America (BP),2007,4.150727272
Central America (BP),2008,4.345312595
Central America (BP),2009,3.378564119
Central America (BP),2010,4.301830769
Central America (BP),2011,6.452141285
Central America (BP),2012,8.423243523
